Song,Artist,Album,Lyrics
"""Tag-Ulan Sa Pasko""",Erik Santos,"""All I Want This Christmas""","

Pinilit kong limutin ka ngayong Pasko
Subalit di ko nagagawa
Ginawa ko nang lahat ngunit di pa rin sapat

Para sa'n pa ang Pasko kung wala ka nan
Kung hindi na ako'ng nilalaman ng puso mo
At aanhin ko pa aking nadarama kung ayaw mo
Hindi kita masisisi

Ano pa bang kailangan para maiwasan
Ang ulan ang tag ulan sa Pasko

Kung meron man akong hiling ngayong Pasko
Sana'y magkasundo man lang
Hindi naman umaasa, alam kong ayaw mo na

Para sa'n pa ang Pasko kung wala ka na

Kung hindi na ako'ng nilalaman ng puso mo
At aanhin ko pa aking nadarama kung ayaw mo

Hindi kita masisisi

Ano pa bang kailangan para maiwasan
Ang ulan ang tag ulan sa Pasko kung wala ka nan
Kung hindi na ako'ng nilalaman ng puso mo
At aanhin ko pa aking nadarama kung ayaw mo
Hindi kita masisisi

Ano pa bang kailangan para maiwasan
Ang ulan ang tag ulan sa Pasko
"
"""All I Want This Christmas""",Erik Santos,"""All I Want This Christmas""","

All that I have, I give to you
All that is love, I see in you
All that I ask this Christmas
All that I need this Christmas
All that I want this Christmas is you

All that I am because of you
You are to me a dream come true
All that I ask this Christmas
All that I need this Christmas
All that I want this Christmas is you

You're here with me chasing our dreams
Chasing them everyday
Tomorrow may be so far away
We're together each step of the way

All that I pray, I pray for you
I have I have been blessed with all you do
All that I ask this Christmas
All that I need this Christmas
All that I want this Christmas is you 

All that I want this Christmas is you
"
"""God Rest Ye Merry Gentlemen""",Erik Santos,"""All I Want This Christmas""","

God Rest Ye Merry Gentlemen
Let nothing you dismay
Remember, Christ, our Saviour
Was born on Christmas day
To save us all from Satan's power
When we were gone astray
O tidings of comfort and joy
O tidings of comfort and joy
"
"""The Christmas Song (Chestnuts Roasting On An Open Fire)""",Erik Santos,"""All I Want This Christmas""","

Chestnuts roasting on an open fire
Jack Frost nipping at your nose
Yuletide carols being sung by a choir
And folks dressed up like Eskimos
Everybody knows a turkey and some mistletoe
Can help to make the season bright
Tiny tots with their eyes all aglow
Will find it hard to sleep tonight

They know that Santa's on his way
He's loaded lots of toys and goodies on his sleigh
And every mother's child is gonna spy
To see if reindeer really know how to fly

And so I'm offering this simple phrase
To kids from one to ninety-two
Although it's been said many times, many ways
Merry Christmas to you

And so I'm offering this simple phrase
To kids from one to ninety-two
Although it's been said many times, many ways
Merry Christmas
Merry Christmas
Merry Christmas to you
"
"""Christmas (A Time to Love)""",Erik Santos,"""All I Want This Christmas""","

No more roar
No more hunger
No more pain
No more soul
No more tears that's what I'm dreaming of
It's time for us to live
With more love
With more given
With more joy
And thanksgiving
That's what the world needs now to live
Call to heaven and will receive

Christmas is a time to love
Hope is gone and down from heaven
Christmas is a time to love
No more pain and no more hurting
It's the right time for loving and giving of faith
Spread around's of love and goes
Christmas is a time to love

Hand and hand
Stand together
Heart to heart
Cherish one another
Let's no share the love this given hearts
Send from earth above
Gift more love
Gift more joy
None to him of your thanksgiving
What the world needs now is love
Send from earth above

Christmas is a time to love
Hope is gone and down from heaven oh
Christmas is a time to love
No more pain and no more hurting
It's the right time for loving and giving of faith
Spread around's of love and goes
Christmas is a time to love...

Christmas is a time to love
Hope is gone and down from heaven
Christmas is a time to love
No more pain no more hurting
It's the right time for loving and giving of faith
Spread around's of love and goes
Christmas is a time to love time to love

Christmas is a time to love
Hope is gone and down from heaven oh
Christmas is a time to love
No more pain and no more hurting
It's the right time for loving and giving of faith
Spread around's of love and goes
Christmas is a time to love...
Spread around's of love and goes
Christmas is a time to love
"
"""Happy Merry Christmas""",Erik Santos,"""All I Want This Christmas""","

Let's have happy times
Good cheers are here
Let's have some greeting
And kissing my dear
Come together everyone
Happy, happy Christmas time

Santa Claus and reindeer in sleigh and
Mistletoe and then tableau playin'
It's time to go together now
Happy, happy Christmas with me and you

All the kids both naughty and nice
Playing games with gazillion surprises
Toys and candies more gifts for you
Happy, happy Christmas with me and you

Gifts are here and gifts are there
Christmas Spirit everywhere
Christmas is for everyone
It's time to get together and have some fun

Skate in snow and watch some movies
And wrap and roll and feast and rushing
Christmas cheers for everyone
Happy, happy Christmas
Here we come

Gifts are here and gifts are there
Great big lovin' everywhere
Christmas cheers for everyone
Happy, happy Christmas
Happy, happy Christmas
Happy, happy Christmas all the way

Merry Christmas!
"
"""Paskong Kayakap Ka""",Erik Santos,"""All I Want This Christmas""","

Ngayong pasko, dalangin ko
Na tulad dati, kasama ka 'pag noche buena
Tanging hiling, ang aking dalangin
Ang paskong kayakap ka

Ngayon, hindi kita kasama't kay lamig
Nasanay nang kayakap ka sa gabi
Hahanapin ka sa umaga pag gising
Sa hamog ng hangin
Sa mga bituin nakatingin
Ngayong malayo ka sa'kin
Ang kalangitan nagniningning
Maglalapit sa atin
Ngayong gabi ay magkapiling
Sa ilalim ng liwanag ng bituin

Pinakahihintay natin ang kapaskuhan
Taon-taon kay dami nang pinagsamahan
Nakakapanibago, walang katuwang sa paghanda
Sanay akong nandito ka

Ngayon, hindi kita kasama't kay lamig
Nasanay nang kayakap ka sa gabi
Hahanapin ka sa umaga pag gising
Sa hamog ng hangin
Sa mga bituin nakatingin
Ngayong malayo ka sa'kin
Ang kalangitan nagniningning
Maglalapit sa atin
Ngayong gabi ay magkapiling
Sa ilalim ng liwanag ng bituin

Ngayon, hindi kita kasama't kay lamig
Nasanay nang kayakap ka sa gabi
Hahanapin ka sa umaga pag gising
Sa hamog ng hangin
Sa mga bituin nakatingin
Ngayong malayo ka sa'kin
Ang kalangitan nagniningning
Maglalapit sa atin
Ngayong gabi ay magkapiling
Sa ilalim ng liwanag ng bituin

Ngayong pasko, dalangin ko
Na tulad dati, kasama ka 'pag noche buena
Tanging hiling, ang aking dalangin
Ang paskong kayakap ka
"
"""Anong Nangyari Sa Ating Dalawa""",Erik Santos,No Album,"

Ikaw ang pinangarap
Ikaw ang hanap-hanap
Ngunit bakit nagbago ang lahat?
Ang init ng pagmamahal parang naging salat

Ano'ng nangyari sa ating dalawa?
Akala ko noon, tayo ay iisa
Ako ba ang siyang nagkulang?
O ikaw ang 'di lumaban?
Sa pagsubok sa ating pagmamahalan
Ano'ng nangyari?

Nasaan ang sumpaan?
Akala ko ay walang hanggan
Ngunit bakit ngayo'y nasasaktan?
Hanggan dito na lang ba ang ating walang hanggan?

Ano'ng nangyari sa ating dalawa?
Akala ko noon, tayo ay iisa
Ako ba ang siyang nagkulang?
O ikaw ang 'di lumaban?
Sa pagsubok sa ating pagmamahalan
Ano'ng nangyari sa ating dalawa?
Pagmamahal ngayo'y bakit naglaho na?
Damdamin ay nasasaktan, puso'y nasusugatan
Pangako mong pagmamahal, ngayon ay nasaan?

Ano'ng nangyari?
"
"""Bayaning Tunay""",Erik Santos,"""Songs From Home""","

[Gary V:]
Bawat araw ay may digmaan
Di mo man lang nakikita ang kalaban

[RVA:]
Balot na balot sa panablang saplot
Halos walang pahinga

[ZZP:]
At kagipita'y hindi nila iniinda
[POPS:]
Di man lang makapiling ang pamilya
[Erik:]
Ang maglingkod ang kanilang isinumpa
[Angeline:]
Kahit buhay pa nila ang nakataya

[Sam C:]
Kailangan na sila ay tulungan
[KZ:]
Hindi natin sila dapat kalimutan
[Lea:]
Sino pa ba kundi tayo-tayo rin
Ang kikilos para sa bayan natin

[Martin:]
Saludo, saludo
Sa inyong kabayanihan
[Ogie:]
Salamat, salamat
Sa inyong pagmamalasakit
[Piolo:]
Mahal namin kayo, ng taos puso
[Martin / Ogie / Piolo:]
Bayaning tunay kayo

[Bamboo:]
Saludo, saludo
Sa inyong kabayanihan
[Ely:]
Salamat, salamat
Sa inyong pagmamalasakit
[Rico:]
Mahal namin kayo, ng taos puso
Bayaning Tunay kayo

[Lani:]
Kayrami ng mga nasawi
Sa puso natin sila'y Mananatili
[Morissette:]
Hindi sa ganito matatapos ito
[Janine:]
Magsama-sama na tayo

[Christian B / Kyla:]
Saludo, saludo
Sa inyong kabayanihan
[Jed and Klarisse:]
Salamat, salamat
Sa inyong pagmamalasakit
[Jason Dy / Noel C / Nyoy:]
Mahal namin kayo, ng taos puso
Bayaning tunay kayo

[All (with aria by Lara Maigue):]
Saludo, saludo
Sa inyong kabayanihan
Salamat, salamat
Sa inyong pagmamalasakit
Mahal namin kayo, ng taos puso
Bayaning tunay kayo
Bayaning tunay kayo
"
"""Christmas Is Here (Nathan's Song)""",Erik Santos,No Album,"

Christmas is here!
Let hearts be still
Listen to angels spreading joy far and near
Banish all fears. Wipe bitter tears
Welcome, O Divine Child
To our world you love dear

Be the peace in our wars
Be the kindness in our lips
Clothe us with your love
And reveal our true gifts
Be the hope in our despair
Be the bread that we share
Lead us, O Divine Child
To the Father's embrace

Christmas is here!
Let hearts be still
Listen to angels spreading joy far and near
Banish all fears. Wipe bitter tears
Welcome, O Divine Child
To our world you love dear

Be the balm to our wounds
Share the pain of our aches
Warm us with your love
And reveal heaven's grace
Be the smile when we're afraid
Be the rock of our faith
Lead us, O Divine Child
To the Father's embrace

Christmas is here!
Let hearts be still
Listen to angels spreading joy far and near
Banish all fears. Wipe bitter tears
Welcome, O Divine Child
To our world you love dear

Christmas is here!
Wipe bitter tears
Welcome, O Divine Child
To our world you hold dear
"
"""Don't Go""",Erik Santos,No Album,"

I know what I have said to you
That it's time for us to be apart
So how can saying goodbye be easy 
When I know that it's time to depart

What we've had was once our dream
But reality has hit us too hard
And if by chance you remember me, my love
Spare me a smile or send me a postcard

Don't go just yet (don't go)
I need to hold on to you 
Just a little bit longer
Don't go just yet (don't go) 
I need to hold on to you
Just a little bit longer

And now I have to ask myself 
Do I have enough memories of you? 
Heaven help me get through the darkest nights 
I just really want to start anew

Don't go just yet (don't go)
I need to hold on to you 
Just a little bit longer
Don't go just yet (don't go) 
I need to hold on to you
Just a little bit longer

Bittersweet goodbye

Don't go just yet (don't go)
I need to hold on to you 
Just a little bit longer
Don't go just yet (don't go) 
I need to hold on to you
Just a little bit longer

But if this is goodbye...
"
"""Don't Know What To Do, Don't Know What To Say""",Erik Santos,No Album,"

I have loved you only in my mind
But I know that there will come a time
To feel this feeling I have inside
You're a hopeless romantic is what they say
Falling in and out of love just like a play
Memorizing each line, I still don't know what to say
What to say...

Don't know what to do whenever you are near
Don't know what to say, my heart is floating in tears
When you pass by I could fly
Every minute, every second of the day
I dream of you in the most special way
You're beside me all the time
All the time...

I have loved you and I always will
Call it crazy but I know someday you'll feel
This feeling I have for you inside
I'm a hopeless romantic I know I am
Memorized all the lines and here I am
Struggling for words I still don't know what to say
What to say...

Don't know what to do whenever you are near
Don't know what to say, my heart is floating in tears
When you pass by I could fly
Every minute, every second of the day
I dream of you in the most special way
You're beside me all the time
All the time... all the time... all the time...
"
"""Hanggang Dito Na Lang""",Erik Santos,No Album,"

'Di ko alam kung tama ba ito
Lilisan ako upang maintindihan ko
Ang puwang sa puso at isipan
Kailangang gawin nguni't masasaktan
Iiwasan ko'ng landas nating pinagdaanan
Pipilitin kong kalimutan ka

Hanggang dito na lang
Pilit ko mang ipaglaban ating pagmamahalan
Ito'y balewala sapagka't ako'y iniwan
Hanggang dito na lang, ikaw itong nagpaalam
Alam kong hanggang dito na lang

Sabi mo sa akin, ako'y iyong mahal
Ako'y hindi iiwan, magsasama habang-buhay
Ano'ng mangyari sa 'yong pangako?
Na aking pinaniwalaan, tamis ng kahapon
'Di maintindihan sakit na nararamdaman
Pipilitin kong kalimutan ka

Hanggang dito na lang
Pilit ko mang ipaglaban ating pagmamahalan
Ito'y balewala sapagka't ako'y iniwan
Hanggang dito na lang Ikaw itong nagpaalam
Alam kong hanggang dito na lang

Malaya ka na, sa 'yo'y paalam na
Kahit masaktan man ako hanggang dito na lamang ito

Hanggang dito na lang
Pilit ko mang ipaglaban ating pagmamahalan
Ito'y balewala sapagka't ako'y iniwan
Hanggang dito na lang, ikaw itong nagpaalam
Alam kong hanggang dito na lang
"
"""Hanggang Sa Awit""",Erik Santos,No Album,"

Kung gaano kalinaw
Ang sikat ng araw
Ganon kalabo ang
Lagay ng pag-iibigan
Nakasanayan na dati
Na kasama kang lagi
Di kita malilimutan
Puso ko ma'y nasasaktan

Hindi ko mapigilan ang sakit
Kapag naririnig ko ang awit
Sabay pa tayong nag-aawitan
Sambit kong 'yong pangalan
Pag naririnig nang awit natin
Ala ala mo'y nagbabalik
At muli kang mahagkan
Kahit sa awit lang
Hanggang sa awit lang
Kahit sa awit lang
Naghihintay pa rin sa'yo

Hanggang kailan ako mag-iisa
Alam ko ring nalulumbay ka na
Kung pwede sana maari bang
Bigyan pa ng pag-asa
Itama ang maling nakaraan
Higit doon ang pagmamahalan
Sana tayo ay muling mapagbigyan
Ngunit ngayon hanggang sa awit na lang
"
"""Hanggang Sa Huli""",Erik Santos,No Album,"

Sa bawat pagpatak ng oras
Hindi hahayaang masayang ang bawat sandali
Tangi kong hangad ay lagi kang mapangiti
Alam kong panalangin ko'y naririnig

Kung minsan ay mapait ang tadhana
Pilit tayong pinaghihiwalay
Ngunit kahit anong mangyari sa 'tin ay
Sana wag mong kalilimutan

Kahit paulit-ulit
Kahit anong pasakit titiisin
'Wag ka lang mawawala sa piling ko
Kahit na anong unos ay kakayanin
Para sa'yo mahal ko
Hanggang sa huli

Hindi man natin alam kung hanggang kailan tayo
Sa yakap mo ramdam ko ang ating pag-asa
At kahit na ano pang mangyari sa 'ting dalawa
Sana lagi mong maaalala

Kahit paulit-ulit
Kahit anong pasakit titiisin
'Wag ka lang mawawala sa piling ko
Kahit na anong unos ay kakayanin
Para sa'yo mahal ko
Hanggang sa huli

Hindi bibitawan, ika'y ipaglalaban ko
Hanggang sa dulo
Yan ang akin pangako

Kahit paulit-ulit
Kahit anong pasakit titiisin
'Wag ka lang mawawala sa piling ko
Kahit na anong unos ay kakayanin
Para sa'yo mahal ko

Kahit paulit-ulit
Kahit anong pasakit titiisin
'Wag ka lang mawawala sa piling ko
Kahit na anong unos ay kakayanin
Para sa'yo mahal ko
Hanggang sa huli
"
"""Hayaang Ibigin Ka""",Erik Santos,No Album,"

Sa panaginip 'di nawawaglit 
Akala'y kathang isip 
Ngunit nariyan sa 'king tabi
Tawag ng pag-ibig

Tila awit, paulit-ulit
Tinig mo ay naririnig
Sa paghimbing, yakap pa rin
Ayaw ko nang magising

Hayaang makita at makasama 
Kahit pikit ang mata
Lungkot ay papanaw 'di masisilaw
Kapit lang aking sinta
At kung mangyaring 'di magising
Bituin akong sayo'y magniningning 
Kapiling ako hayaang ibigin ka

Habang mayro'n kang pagtingin
Akin lamang hiling
Sana'y magtagal, ako'y sa'yo lang
Walang nanaisin pa

Tila awit, paulit-ulit
Tinig mo ay naririnig
Sa paghimbing, yakap pa rin
Ayaw ko nang magising

Hayaang makita at makasama 
Kahit pikit ang mata
Lungkot ay papanaw 'di masisilaw
Kapit lang aking sinta
At kung mangyaring 'di magising
Bituin akong sayo'y magniningning 
Kapiling ako hayaang ibigin ka

Hayaang makita at makasama 
Kahit pikit ang mata
Lungkot ay papanaw 'di masisilaw
Kapit lang aking sinta
At kung mangyaring 'di magising
Bituin akong sayo'y magniningning 
Kapiling ako hayaang ibigin ka
"
"""I Offer My Life""",Erik Santos,No Album,"

All that I am, all that I have
I lay them down before You, oh Lord
All my regrets, all my acclaims
The joy and the pain, I'm making them Yours

Lord, I offer my life to You
Everything I've been through, use it for Your glory
Lord I offer my days to You
Lifting my praise to You as a pleasing sacrifice
Lord I offer You my life

Things in the past, things yet unseen
Wishes and dreams that are yet to come true
All of my hopes, and all of my praise
My heart and my hands are lifted to You

Lord, I offer my life to You
Everything I've been through, use it for Your glory
Lord I offer my days to You
Lifting my praise to You as a pleasing sacrifice
Lord I offer You my life

What can we give that You have not given?
And what do we have that is not already Yours?
All we possess are these lives we're living
That's what we give to You, Lord

Lord, I offer my life to You
Everything I've been through, use it for Your glory
Lord I offer my days to You
Lifting my praise to You as a pleasing sacrifice
Lord I offer You my life
Lord, I offer you my life
My Life
"
"""Ikaw""",Erik Santos,No Album,"

Ikaw ang liwanag pagkatapos ng ulan
Ikaw ang umaga ng gabing nagdaan
Ikaw ang nagtakda ng simula'y katapusan
May tangan ng ngayon at kalianman

Ikaw ang pag-ibig na hindi magwawakas
Ang ilaw at patnubay sa liku-likong landas
Ikaw ang tagsibol sa panahon ng taglagas
Pagsuyo Mo'y busilak at wagas

Ikaw ang kasama nang tumalikod ang lahat
Ikaw ang bumuhat ng pasan kong kay bigat
Ang alay Mo'y patawad 'di man ako karapat-dapat
Ikaw ang kaibigan kong tapat

Ngiti Kang papawi sa luhang papatak
Natatagong galak sa likod ng pag-iyak

Ikaw ang kasama nang tumalikod ang lahat
Ikaw ang bumuhat ng pasan kong kay bigat
Ang alay Mo'y patawad 'di man ako karapat-dapat
Ikaw ang kaibigan kong tapat
Ikaw ang kaibigan kong... tapat
"
"""Kasunod""",Erik Santos,No Album,"

Naliligaw, Nalilito
Akala ko tama ako
Pwedeng tulong naman

Saan ba ko tatakbo
Puso't isip nagtalo
Pano umpisahan

Nanginginig kung aamin
Ng totoo sa salamin
Pano na?

Ano nga bang kasunod
Sino bang nakakaalam
Ng agos ng panahon
San ba tatangayin
Sa susunod
Ano ba ang karugtong
Kelan ba aahon
Ano nga bang kasunod

Kung babayaran lang ako
Kakaisip sa Iyo
Kulang kulang pa yan

Oh...

Sabi wag magmadali
Naiinip ako
Sagutin Mo at
Sabihin Mo Na

Ano nga bang kasunod
Sino bang nakakaalam
Ng agos ng panahon
San ba tatangayin
Sa susunod
Ano ba ang karugtong
Kelan ba aahon
Ano nga bang kasunod

Tanging Simula't Dulo
Sa Iyo lang nakabuklod
San ba hahanapin
Wag Ka na pabitin
Ano nga ba ang kasunod

Sino bang nakakaalam
Ng agos ng panahon
San ba tatangayin
Sa susunod
Ano ba ang karugtong
Kelan ba aahon
Ano nga bang kasunod

Ano ba ang kasunod

Ano nga bang kasunod
Isa lang ang nakakaalam
"
"""Kung Maibabalik""",Erik Santos,No Album,"

Alam kong ako yung lumayo
Walang karapatang magreklamo
Ngunit bumabalik pa rin
Ang nakaraang parang kahapon

Paumanhin
'Di ko sinadya
Na lumisan na lang

Kung papayagan mong tayo'y bumalik
Sa huling tagpuan natin
'Di papalampasin ang pagkakataong sabihing
Pagtapos ng lahat, ikaw pa rin
Lumisan ang lahat, ikaw pa rin

Alam kong nagkulang sa iyo
Sana patawarin kung natakot
Paano magpakalayo
Kung ang pag-ibig ko'y 'di maitago

Paumanhin
'Di ko magawang
Kalimutan na nalang

Kung papayagan mong tayo'y bumalik
Sa huling tagpuan natin
'Di papalampasin ang pagkakataong sabihing
Pagtapos ng lahat, ikaw pa rin
Lumisan ang lahat, ikaw pa rin

Kita ko pa sa'yong mga mata
May pag-asa pa tayong dalawa
At kung sa huli, 'di rin maibalik
Patawarin sana

Kung papayagan mong ikaw ay mahalin
Mula sa tagpun natin
'Di papalampasin ang pagkakataong sabihing
Lumisan ang lahat, ikaw parin
Kahit sa paalam, ikaw parin
"
"""Leni Laban!""",Erik Santos,No Album,"

Ano na ba ang tama ngayon?
Sa dami ng pinaglalaban
'Di ko maintindihan
Bakit patuloy ang dahas at
Maraming nasasaktan
Minsan iisipin mo na lamang
May pag-asa pa ba

Laban kung laban para sa bayan
At sa mga naniniwala sa katotohanan
Laban natin to handa ka na bang
Ibigay buong puso't isipan wag kang mawalan
Ng pag asa
Ang puso ialay sa laban
Kapalit ay tagumpay, Laban!
Laban!
Laban!
Laban!

Marami satin ay Bulagbulagan
Hanggang saan hanggan kailan
Kailangan nang lumaban hihintayin pa bang
Pamilya mo nang masasaktan
Wag matakot kapag ikaw ay nasa katwiran
Kakampi mo katotohanan

Laban kung laban para sa bayan
At sa mga naniniwala sa katotohanan
Laban natin to handa ka na bang
Ibigay buong puso't isipan wag kang mawalan
Ng pag asa
Ang puso ialay sa laban
Kapalit ay tagumpay, Laban!
Laban!
Laban!
Laban!

Maraming hinaing ang nais iparating
Iba iba ang dalangin sana'y unawaan natin
Ang pagmamahal sa kapwa
Ang dapat palaganapin
Hindi dahas kundi pagibig
Hindi dahas kundi pagibig

Hindi mo ba naririnig o manhid ka na sa tinig ng 'yong bayan
Wala na bang inaatupag kundi ang sarili mong kapakanan
Wag na wag mong hahayaang diktahan ng namumuno
Sandata ang dugo at diwa ng mga ninuno
Nangako ka, nangarap ka
At buong pusong nanumpa ng katapatan at kadakilaan
Para sa iyong bayan
Kaya ngayon tayo'y la(laban)

Laban kung laban para sa bayan
At sa mga naniniwala sa katotohanan
Laban natin to handa ka na bang
Ibigay buong puso't isipan wag kang mawalan
Ng pag asa
Ang puso ialay sa laban kapalit ay tagumpay
Ang puso ialay sa laban kapalit ay tagumpay
Laban! Leni Laban!
Laban! Leni Laban!
Laban! Leni Laban!
Laban! Leni Laban!
"
"""Live Christ, Share Christ""",Erik Santos,No Album,"

We are blessed
Blessed a hundredfold
The cross of Jesus Christ
In our holy shores
Is now five hundred years
Awesome to behold
He has made us all new
We belong to His fold

The gospel is our blessing
But also our mission
To the poor and the children
We bring His salvation
To the rest of the world
His message of compassion
To all of humanity
His challenge of conversion

We are blessed, we are loved
We are called, we are sent
We will teach, we will serve
We are Christ's, we are church

San Lorenzo Ruiz
San Pedro Calungsod
All Holy Filipinos
Bring to the good Lord
Our praise and gratitude
Our offering of love
Our pledge to be faithful
To the last drop of blood

We are blessed, we are loved
We are called, we are sent
We will teach, we will serve
We are Christ's, we are church

500 years of jubilee
500 years of blessings
500 years of graces
Unto life everlasting
500 years of jubilee
500 years of blessings
500 years of graces
Unto life everlasting

500 years!
"
"""Lupa""",Erik Santos,No Album,"

Nagmula sa lupa
Magbabalik na kusa
Ang buhay mong sa lupa nagmula
Bago mo linisin
Ang dungis ng 'yong kapwa
Hugasan ng 'yong putik sa mukha

Kung ano ang 'di mo gusto
'Wag gawin sa iba
Kung ano ang 'yong inutang
Ay s'ya ring kabayaran

Sa mundo ang buhay
Ay mayroong hangganan
Dahil tayo ay lupa lamang
Kaya't pilitin mong ika'y magbago
Habang may panahon, ika'y magbago
Pagmamahal sa kapwa ay isipin mo

Dahil tayo ay lupa lamang

Kaya't pilitin mong ika'y magbago
Habang may panahon, ika'y magbago
Pagmamahal sa kapwa ay isipin mo

Kaya't pilitin mong ika'y magbago
Habang may panahon, ika'y magbago
Pagmamahal sa kapwa ay isipin mo
"
"""May Bukas Pa""",Erik Santos,No Album,"

Huwag damdamin ang kasawian
May bukas pa sa iyong buhay
Sisikat din ang iyong araw
Ang landas mo ay mag-iilaw

Sa daigdig ang buhay ay ganyan
Mayroong ligaya at lumbay
Maghintay at may nakalaang bukas

May bukas pa sa iyong buhay
Tutulungan ka ng Diyos na may lalang
Ang iyong pagdaramdam
Idalangin mo sa Maykapal
Na sa puso mo ay mawala nang lubusan

Sa daigdig ang buhay ay ganyan
Mayroong ligaya at lumbay
Maghintay at may nakalaang bukas

May bukas pa sa iyong buhay
Tutulungan ka ng Diyos na may lalang
Ang iyong pagdaramdam
Idalangin mo sa Maykapal
Na sa puso mo ay mawala nang lubusan

Ang iyong pagdaramdam
Idalangin mo sa Maykapal
Na sa puso mo ay mawala nang lubusan
Na sa puso mo ay mawala nang lubusan
"
"""Miss You Like Crazy""",Erik Santos,No Album,"

Even though it's been so long
My love for you keeps going strong
I remember the things that we used to do
A kiss in the rain till the sun shines through
I tried to deny it, but I'm still in love with you

I miss you like crazy, I miss you like crazy
Ever since you went away, every hour of everyday
I miss you like crazy, I miss you like crazy
No matter what I say or do
There's just no getting over you

I can see the love shinning in your eyes
And it comes in such a sweet surprise
If seeing is believing, it's worth the wait
So hold on and tell me it's not too late
We're so good together
We're starting forever now

And I miss you like crazy, I miss you like crazy
Ever since you went away, every hour of everyday
I miss you like crazy, I miss you baby
A love like ours will never end
Just touch me and we're there again

Just one night
And we'll have the magic feeling like we used to do
Hold on tight
And whatever comes our way we're gonna make it through

If seeing is believing, it's worth the wait
So hold on and tell me it's not too late
We're so good together
We're starting forever now

And I miss you like crazy, I miss you like crazy
No matter what I say or do
There's just no getting over you
And I miss you, baby
I miss you baby

All the tender love you gave me
When a feeling gets this strong
I know the real thing will come along
And I miss you
I miss you like crazy baby
Only your sweet love can make me
I miss you like crazy
A love like ours will never end
Just touch me and we're there again
I miss you like crazy
I miss you like crazy
"
"""Nais""",Erik Santos,No Album,"

Nais kong makarating
Sa dulo ng bahaghari
Kasama ka't tayo ay hihiling
Na sana ay mangyari

Masdan and buwan
Humudyat ako
Para sa'yo
Dinggin ang hangin
Bumubulong ako, ohhh

Sa'yo, sa'yo ang puso ko
Walang takdang panahon
Ang susundin nito
Magpakailanman ang siyang nais
Yan lang ang panalangin ko

Nais kong maglakbay
Sa walang hanggang daan
'Di na baleng magpakalayo kayo't
Kasama ka naman

Dinggin ang tibok
Sumisigaw ako, ohhh ohhh

Sa'yo, sa'yo ang puso ko
Walang takdang panahon
Ang susundin nito
Magpakailanman ang siyang nais
Yan lang ang panalangin ko

Oh oh oh oh
Hindi ako magbabago
Oh oh oh oh
Sa'yo lang ako
Magsasama hanggang sa hangganan na walang dulo
Ang pangako

Sa'yo, sa'yo ang puso ko
At sa lahat ng panahon
Ikaw ang susundin nito
Magpakailanman ang siyang nais
Yan lang ang panalangin ko

Oh oh oh oh
Oh oh oh oh
Oh oh
Sa'yo, sa'yo

Ikaw lang ang nais ko
"
"""Naroon Ako""",Erik Santos,No Album,"

Sa gitna ng magulong daigdig
Payapa ang dulot nitong aking pag-ibig
Bukas man ay parang 'di tiyak
Sa piling ko kailanma'y 'di ka iiyak

Papawiin ang lahat ng pangamba 
Narito ako laging kasama

Pangako 
Sa muling pagsikat ng araw ay 
Naroon ako
Naroon ako 
Pangako
Ulap man ay magdilim asahang
Naroon ako 
Naroon ako
Hinding hindi ka na muling mag-iisa
Pangako
Mamahalin kita magpakailanman

'Di ka na muling malulumbay
Pagmamahal ko lang
ang lagi mong karamay
Kahit na ano pa mang hadlang
'Di isusuko 
Pag-ibig na walang hanggan

Papawiin ang lahat ng pangamba 
Narito ako laging kasama

Pangako 
Sa muling pagsikat ng araw ay 
Naroon ako
Naroon ako 
Pangako
Ulap man ay magdilim asahang
Naroon ako 
Naroon ako
Hinding hindi ka na muling mag-iisa
Pangako
Mamahalin kita magpakailanman

Papawiin ang lahat ng pangamba 
Narito ako laging kasama

Pangako 
Sa muling pagsikat ng araw ay 
Naroon ako
Naroon ako 
Pangako
Ulap man ay magdilim asahang
Naroon ako 
Naroon ako
Hinding hindi ka na muling mag-iisa
Pangako
Mamahalin kita magpakailanman
Mamahalin kita magpakailanman
"
