Song,Artist,Album,Lyrics
"""Bayaning Tunay""",Morissette,"""Songs From Home""","

[Gary V:]
Bawat araw ay may digmaan
Di mo man lang nakikita ang kalaban

[RVA:]
Balot na balot sa panablang saplot
Halos walang pahinga

[ZZP:]
At kagipita'y hindi nila iniinda
[POPS:]
Di man lang makapiling ang pamilya
[Erik:]
Ang maglingkod ang kanilang isinumpa
[Angeline:]
Kahit buhay pa nila ang nakataya

[Sam C:]
Kailangan na sila ay tulungan
[KZ:]
Hindi natin sila dapat kalimutan
[Lea:]
Sino pa ba kundi tayo-tayo rin
Ang kikilos para sa bayan natin

[Martin:]
Saludo, saludo
Sa inyong kabayanihan
[Ogie:]
Salamat, salamat
Sa inyong pagmamalasakit
[Piolo:]
Mahal namin kayo, ng taos puso
[Martin / Ogie / Piolo:]
Bayaning tunay kayo

[Bamboo:]
Saludo, saludo
Sa inyong kabayanihan
[Ely:]
Salamat, salamat
Sa inyong pagmamalasakit
[Rico:]
Mahal namin kayo, ng taos puso
Bayaning Tunay kayo

[Lani:]
Kayrami ng mga nasawi
Sa puso natin sila'y Mananatili
[Morissette:]
Hindi sa ganito matatapos ito
[Janine:]
Magsama-sama na tayo

[Christian B / Kyla:]
Saludo, saludo
Sa inyong kabayanihan
[Jed and Klarisse:]
Salamat, salamat
Sa inyong pagmamalasakit
[Jason Dy / Noel C / Nyoy:]
Mahal namin kayo, ng taos puso
Bayaning tunay kayo

[All (with aria by Lara Maigue):]
Saludo, saludo
Sa inyong kabayanihan
Salamat, salamat
Sa inyong pagmamalasakit
Mahal namin kayo, ng taos puso
Bayaning tunay kayo
Bayaning tunay kayo
"
"""Colour Everywhere""",Morissette,No Album,"

Used to seeing black and white
Never really in between
Waiting for the love of my life
To come into my dreams
Everything is shades of gray
Never really blues or green
Needed someone else to turn to
Someone who could help me learn to see
All the beauty that was waiting for me

You, you put the blue back in the sky
You put the rainbow in my eyes
A silver lining in my prayers
And now there's colour everywhere
You put the red back in the rose
Just when I needed it the most
You came along to show you care
And now there's colour everywhere
Everywhere

My life is so predictable
Never any mystery
But ever since you shined the light
All of that was history
Now I have a hand to hold
And a reason to believe
There's someone in my life worth living for
I was hanging around just wishing on a star
To put the happiness back in my heart and

You, you put the blue back in the sky
You put the rainbow in my eyes
A silver lining in my prayers
And now there's colour everywhere
You put the red back in the rose
Just when I needed it the most
You came along to show you care
And now there's colour everywhere

You care and Now There's colour everywhere
Left those hazy days behind me
Never to return again
Now they're just a fading memory
'Cause baby it's so clear to see
The beauty that was waiting there for me

You put the blue back in the sky
You put the rainbow in my eyes
A silver lining in my prayers
And now there's colour everywhere
You put the red back in the rose
Just when I needed it the most
You came along to show you care
And now there's colour everywhere
A silver lining in my prayers
And now there's colour everywhere
You came along to show you care
And now there's colour everywhere
"
"""Diamante""",Morissette,No Album,"

Matagal ko nang inaasam ang tunay
Totoong kumikinang na pag-ibig
Kaliwa't kanang huwad pala ang kulay
Ng mapagsamantala nilang daigdig

At nang sumilay ang sinag
Na parang araw ang sikat
Nagniningning umiilaw
Walang iba kundi ikaw

Diamante, ang pag-ibig mo
Kampante, diyan sa piling mo
Diamante, tulad ng bituin
Brilyante, sa aking paningin
Siyang hulog ng langit
Sagot sa dalangin
Iba ka talaga
Pinakamahalaga sa'kin

Kislap ng âyong liwanag ay
Busilak mong tinataglay
Nililok sa pagmamahal
Matibay at magtatagal

Diamante, ang pag-ibig mo
Kampante, diyan sa piling mo
Diamante, tulad ng bituin
Brilyante, sa aking paningin
Siyang hulog ng langit
Sagot sa dalangin
Iba ka talaga
Pinakamahalaga sa'kin

Siyang hulog ng langit
Sagot sa dalangin
Iba ka talaga
Pinakamahalaga sa'kin

Matagal ko nang inaasam ang tunay
Totoong kumikinang na pag-ibig
"
"""Diyan Ba Sa Langit""",Morissette,No Album,"

Naririnig pa ba'ng pagtawag sa ngalan mo
Sa bawat dalangin sa dyos ay habilin
Kung pangako ba'y abot sa kabilang mundo
Makakarating kaya sumpa ng pag-ibig giliw

Diyan ba sa langit ala-ala pa ba
Ang pangakong walang hanggan
Giliw diyan ba sa langit patuloy mong iibigin
Itong ating pag-ibig hanggang diyan ba sa langit sinta

Bawat pagluha ba ay nararamdaman mo
Ang pangungulila, sa aking pag-iisa
Ibubulong sa buwan na twina'y tanglawan ka
Sa bawat gabing ika'y balot ng lungkot at giliw

Diyan ba sa langit ala-ala pa ba
Ang pangakong walang hanggan
Giliw diyan ba sa langit patuloy mong iibigin
Itong ating pag-ibig hanggang diyan ba sa langit sinta

Tayo'y isang awit na 'di magtatapos
Hanggang sa muling pagtatagpo

Diyan ba sa langit ala-ala pa ba
Ang pangakong walang hanggan
Oh, giliw diyan ba sa langit patuloy mong iibigin
Itong ating pag-ibig hanggang diyan ba sa langit sinta
Diyan ba sa langit na ala-ala pa ba
Ang pangakong walang hanggan
Oh, giliw diyan ba sa langit patuloy mong iibigin
Itong ating pag-ibig hanggang diyan ba sa langit sinta
"
"""Gusto Ko Nang Bumitaw""",Morissette,No Album,"

Umiiyak gabi-gabi
Walang tinig na naririnig
Nakikipaglaban sa digmaan na talunan
Hanggang kailan
Talo na, pagod na
Akala ko ika'y sa akin pa, pero hindi na pala
Wala na nga ba talaga?

Naglalagalag sa kadiliman
Naliligaw, nalilito, ano nga ba ako sa'yo?
Sino nga ba ako sa'yo?
Dito sa aking pagkakahimlay
Sa dibdib ko ay parang may nakadagan
Walang-kasing lungkot
Walang-kasing sakit

Gusto ko nang bumitaw
Ngunit ayaw pa ng puso
Gusto ko nang bumitaw
May pag-asa pa siguro
Kalaban ang sarili, sino bang dapat pumili?
Sino nga ba, ako ba o ikaw?
Gusto ko nang bumitaw-aw-aw

Kung kalungkutan kong kaligayahan mo
Kung pagkagapos ko'y paglaya mo
Kung ang sugat sa puso kong siyang lunas diyan sa puso mo (Ooh)
Paano na ako, magpaparaya ba?
Papakawalan na lamang ba kitang buo sa loob
Pinanghihinaan na nang loob

Gusto ko nang bumitaw
Ngunit ayaw pa ng puso
Gusto ko nang bumitaw
May pag-asa pa siguro
Kalaban ang sarili, sino bang dapat pumili?
Sino nga ba, ako ba o ikaw?
Gusto ko nang bumitaw-aw-aw
Gusto ko nang bumitaw-aw-aw

Humahagulhol ngunit wala namang nakikinig (Ah)
Walang magandang pupuntahan
Kailanman ang maling pag-ibig
Kaya ngayon, pipiliin ko muna ang aking sarili
Bago magmahal muli
Magmamahalan pa kaya
Magmamahalan pa kaya tayong muli, oh

Gusto ko nang bumitaw
Ngunit ayaw pa ng puso (Oh)
Gusto ko nang bumitaw
May pag-asa pa siguro
Kalaban ang sarili, sino bang dapat pumili?
Sino nga ba, ako ba o ikaw?

Gusto ko nang bumitaw-aw-aw
Gusto ko nang bumitaw-aw-aw
Gusto ko nang bumitaw, bumitaw, bitaw
Gusto ko nang bumitaw

Pipiliin ko nang sarili
Bibitaw, bibitaw na
"
"""Heaven Knows""",Morissette,No Album,"

She's always on my mind
From the time I wake up
'Till I close my eyes
She's everywhere I go
She's all I know

'Though he's so far away
It's just keeps getting stronger
Every day
And even now he's gone
I'm still holding on

So tell me where do I start
'Cause it's breaking my heart
Don't wanna let her go

Maybe my love will come back some day
Only heaven knows
And maybe our hearts will find their way
Only heaven knows
And all I can do is hope and pray
'Cause heaven knows

My friends keep telling me
That if you really love her
You've gotta set her free
And if he returns in kind
I'll know that he's mine

But tell me where do I start
'Cause it's breaking my heart
Don't wanna let him/her go

Maybe my love will come back some day
Only heaven knows
And maybe our hearts will find their way
Only heaven knows
And all I can do is hope and pray
'Cause heaven knows

Why I live in despair
While awake or dreaming
I know she's never there
And all these time I act so brave
I'm shaking inside
Why does it hurt me so...

Maybe my love will come back some day
Only heaven knows
And maybe our hearts will find their way
Only heaven knows
And all I can do is hope and pray
'Cause heaven knows
Heaven knows...
Heaven knows...
"
"""Imagine More""",Morissette,No Album,"

Looking out on the sky
Wondering what it's like beyond the clouds, beyond the clouds
On the edge of the night
Shadows of what we dream about, we dream about

What if you step from the world that you know
And what if you look in your heart and let go

If you imagine more
You'll find a world that's full of wonder
Every open door
Here to take your breath away
Dreams unexpected
Forever connected
A feeling that's lighting your way
Make the story yours
And imagine more

When you follow the stars
Every dream you believe will come to life, it comes to life
Echoing in the dark
Take a chance and who knows what you could find, what you could find

Just take a step from the world that you know
Just gotta look in your heart and let go

If you imagine more
You'll find a world that's full of wonder
Every open door
Here to take your breath away
Dreams unexpected
Forever connected
A feeling that's lighting your way
Make the story yours
And imagine more

Every page
Every chapter can change
How the world looks through your eyes
Every ocean unknown
An adventure unfolds every time

If you imagine more
You'll find a world that's full of wonder
Every open door
Here to take your breath away
Dreams unexpected
Forever connected
A feeling that's lighting your way
Make the story yours
And imagine more

If you imagine more
If you imagine more
"
"""Iniwan Sa Kawalan""",Morissette,No Album,"

Hindi sapat ang ayaw mo na
Bakit iniwan mo ako
Iniwan mo

Kung oras lang ang kailangan mo
Pinangako ko noon
Lahat naman ay ibibigay sayo
Sa dami ng sinabi mo
Alin ba doon
Alin nga ba ang umabot sa dulo

Kung ano man
Ang dahilan
Sabihin mo nalang, wag pigilan
Kung ano man
Ang dahilan
Wag lang puro kasinungalingan
Hindi sapat ang ayaw mo na
Bakit iniwan mo akong
Naghintay sa kawalan
Hindi sapat ang ayaw mo na
Bakit iniwan mo akong
Luhaan at sugatan

Kung ito na ang wakas
Ipaalam sa puso ko
Wag ka nang mag alala
Gusto lang ng totoo

Dahil di ko na alam
Kung saan patutungo
Napapagod din ako
Paikot-ikot lang tayo

Hindi sapat ang ayaw mo na
Bakit iniwan mo akong
Naghintay sa kawalan
Hindi sapat ang ayaw mo na
Bakit iniwan mo akong
Luhaan at sugatan

Kung ano man ang dahilan
Sabihin mo na lang, 'wag pigilan

Kung ano man ang dahilan
Wag lang puro kasinungalingan

Kung ano man ang dahilan
Sabihin mo na lang, 'wag pigilan
Kung ano man ang dahilan
Ang dahilan

(Instrumental part)

Iniwan mo sa kawalan
Iniwan ng walang dahilan
Hindi sapat ang ayaw mo na
Bakit iniwan mo ako
Iniwan mo
"
"""Miss Kita Kung Christmas""",Morissette,No Album,"

Ang Disyembre ko ay malungkot
'Pagkat miss kita
Anumang pilit kong magsaya
Miss kita kung Christmas

Kahit nasaan ako
Pabaling-baling ng tingin
Walang tulad mo
Ang nakapagtataka'y
Maraming nakahihigit sa iyo

Hinahanap-hanap pa rin kita
Ewan ko kung bakit ba
Ako'y iniwan mong nag-iisa
Miss kita, o giliw
Pasko'y sasapit
'Di ko mapigil ang mangulila
Hirap niyang mayroon ka nang iba

Ang Disyembre ko ay malungkot
'Pagkat miss kita
Anumang pilit kong magsaya
Miss kita kung Christmas

Kahit nasaan ako
Pabaling-baling ng tingin
Walang tulad mo
Ang nakapagtataka'y
Maraming nakahihigit sa iyo

Hinahanap-hanap pa rin kita
Ewan ko kung bakit ba
Ako'y iniwan mong nag-iisa
Miss kita, o giliw
Pasko'y sasapit
'Di ko mapigil ang mangulila
Hirap niyang mayroon ka nang iba

Hinahanap-hanap pa rin kita
Ewan ko kung bakit ba
Ako'y iniwan mong nag-iisa
Miss kita, o giliw
Pasko'y sasapit
'Di ko mapigil ang mangulila
Hirap niyang
Hirap niyang
Hirap niyang mayroon ka nang iba
"
"""Naririnig Mo Ba""",Morissette,No Album,"

Hawak mo ang aking kamay
Pag-ibig mo'y walang kapantay
Sa piling mo, mundo'y nag-iba
Paulit-ulit mong binbigkas, ""mahal kita""
Pagmamahal ko sa'yo'y walang hangganan
Panaginip ko, ikaw ang laman
Umikot ang ating mundo
Hanggang nawala't nagbago

Huwag, huwag, huwag ka namang lumayo
Hinding hindi ako bibitaw sa'yo
Huwag, huwag, huwag, sigaw ng puso ko
Sa'yo ako'y hinding-hindi susuko
Mahal ko, naririnig mo ba ako?

Minuminutong nangungulila sa'yo
Alaala mo sa akin ay ginto
Nangako tayong walang hihinto
Biglang nawala't nagbago

Huwag, huwag, huwag ka namang lumayo
Hinding hindi ako bibitaw sa'yo
Huwag, huwag, huwag, sigaw ng puso ko
Sa'yo ako'y hinding-hindi susuko
Mahal ko, naririnig mo ba ako?

Sa pagtakbo ng oras ko
Sana ay bumilis ito at dalhin ako sa'yo
Yayakapin, sasabihin sa'yo

Huwag, huwag, huwag ka namang lumayo
Hinding hindi ako bibitaw sa'yo
Huwag, huwag, huwag, sigaw ng puso ko
Sa'yo ako'y hinding-hindi susuko
Mahal ko, naririnig mo ba
Mahal ko, naririnig mo ba
Mahal ko, naririnig mo ba ako?
"
"""Pagbigyang Muli""",Morissette,No Album,"

Muli ay 'yong pagbigyan, pag-ibig natin
Sabihin

Muli ay 'yong pagbigyan, ako'y nagkamali
Muli ay 'yong patawarin, ako'y nagsisisi
Alam kong ako'y nangakong 'di na mauulit pa
Ako'y nagkamali sa 'yo, muli ay patawarin mo

Ako ba'y 'yong yayakapin?
Nakaraa'y kayang limutin
Magtiwalang muli, mahalin mong muli
Magbalik ka sa 'kin

'Di ko kakayanin kung ika'y mawawala sa aking piling
'Di ko kakayanin 'pag nalaman kong wala nang pag-ibig sa akin
'Di kayang mag-isa, gustong kasama kita
Sa 'yo lang ang pag-ibig ko
Magtiwalang muli, ito na ang huling pagkakamali
Pag-ibig ko'y muling tanggapin

Muli ay 'yong pagbigyan, pag-ibig natin
Sabihin mo sa akin, ang 'yong gusto'y susundin
Magtiwalang 'di sinasadyang maging 'di tapat sa 'yo
Nakalimot nga ako, ang nangyari'y 'di ginusto

Ako pa ba'y kayang yakapin?
Ang init ng halik sa akin
Kaya bang ibalik? Dama ang bawat saglit
Ng sakit ngayong wala ka na

'Di ko kakayanin kung ika'y mawawala sa aking piling
'Di ko kakayanin 'pag nalaman kong wala nang pag-ibig sa akin
'Di kayang mag-isa, gustong kasama kita
Sa 'yo lang ang pag-ibig ko
Magtiwalang muli, ito na ang huling pagkakamali
Pag-ibig ko'y muling tanggapin

Muling mahalin, 'di kakayaning
Ika'y mawala sa aking piling
Muling mahalin, ika'y magbalik, magtiwalang muli
Muling ibalik ang pag-ibig na dati'y sa atin 'pagkat

'Di ko kakayanin kung ika'y mawawala sa aking piling
'Di ko kakayanin 'pag nalaman kong wala nang pag-ibig sa akin
'Di kayang mag-isa, gustong kasama kita
Sa 'yo lang ang pag-ibig ko
Magtiwalang muli, ito na ang huling pagkakamali
Pag-ibig ko'y muling tanggapin
"
"""Panaginip""",Morissette,No Album,"

Sa tuwing ika'y aking nakakapiling
Mundo'y biglang nagiging parang langit
Sa tuwing naririnig ko ang 'yong tinig
Lungkot ko ay bigla lang napapawi

Biglang lumilipad
Biglang sumisigla
Kapag kasama ka, ako'y lumalaya
Biglang lumilipad
Biglang sumisigla
Kapag kasama ka 'di makapaniwala

Gising na gising, tulala sa hangin nakatitig pa rin, isa kang panaginip
Gising na gising, tulala sa tabi, nakatitig pa rin, isa kang panaginip
Panaginip lang ba, panaginip lang ba, panaginip, panaginip ka sa tuwina
Panaginip lang ba, panaginip lang ba, panaginip, panaginip ka sa tuwina

Bakit sa tuwing ikaw ay lumalapit
Puso ko ay tuluyang naaaakit
Bakit nagkakakulay ang paligid
Labis na ang tuwa kapag kapiling

Biglang lumilipad
Biglang sumisigla
Kapag kasama ka, ako'y lumalaya
Biglang lumilipad
Biglang sumisigla
Kapag kasama ka 'di makapaniwala

Gising na gising, tulala sa hangin nakatitig pa rin, isa kang panaginip
Gising na gising, tulala sa tabi, nakatitig pa rin, isa kang panaginip
Panaginip lang ba, panaginip lang ba, panaginip, panaginip ka sa tuwina
Panaginip lang ba, panaginip lang ba, panaginip, panaginip ka sa tuwina

Dinadala sa kung saan
Ikaw ay sa'kin lamang
Dito ka lang sa piliing ko
'Wag ka sanang lalayo

Gising na gising, tulala sa hangin nakatitig pa rin, isa kang panaginip
Gising na gising, tulala sa tabi, nakatitig pa rin, isa kang panaginip
Panaginip lang ba, panaginip lang ba, panaginip, panaginip ka sa tuwina
Panaginip lang ba, panaginip lang ba, panaginip, panaginip ka sa tuwina
"
"""Papara""",Morissette,No Album,"

Parapara
Parapara
Para

Teka lang, ano ba talaga tayo?
Tila minsan, parang sira ulo
Nagkakandarapa, nagpapa alila
Sa isang tao

Teka lang, ano ba talaga tayo?
Dunung-dunungan parang hindi natuto
Nagkakandarapa, nagpapakahirap
Eh ayaw nga sa'yo

Bakit ba namimilit
Kung wala man lang isang saglit
Bakit ba
Oh bakit ba

Para sa lahat ng umasa
Para sa lahat ng umasa
Para sa lahat ng umasa
Para sa lahat ng umasa
Parapara Parapara

Teka lang, kala ko ayaw mo?
Bakit minsan, iba yung kilos mo?
'Di bale nalang kung meron ng iba
Hindi na ako umaasa

Bakit ba namimilit
Kung wala man lang isang saglit
Bakit ba
Oh bakit ba

Para sa lahat ng umasa
Para sa lahat ng umasa
Para sa lahat ng umasa
Para sa lahat ng umasa
Parapara Parapara

Bakit ba namimilit
Kung wala man lang isang saglit
Bakit ba
Oh bakit ba

Para sa lahat ng umasa
Para sa lahat ng umasa
Para sa lahat ng umasa
Para sa lahat ng umasa
Para sa lahat ng umasa
Para sa lahat ng umasa
Para sa lahat ng umasa
Para sa lahat ng umasa
Parapara Parapara
"
"""Power""",Morissette,No Album,"

I've got today
I'm gonna break it
I'm gonna make it mine
This voice inside
Now you can hear it
I know the choice is mine

I got this fire burning inside
You're gonna see me shine tonight

I got wings to fly
To fly so high
I am a woman
And I got the power
I got more to give
The love that you need
I am a woman
And I got the power

Fly
I am a woman
And I got the power
Fly
I am a woman
And I got the power

Got a heart so soft
But strong as a wheel of steel (wheel or steel)
I'm gonna keep on climbing (climbing)
Know I got no limits (ooh, I've got no limits)
I got love, so keep on rising (I keep on rising)
These arms, they ain't breaking
The world I know, I ain't stopping

I got this fire burning inside
You're gonna see me shine tonight

I got wings to fly
To fly so high
I am a woman
And I got the power
I got more to give
The love that you need
I am a woman
And I got the power

Fly
I am a woman
And I got the power
Fly
I am a woman
And I got the power

I'm gonna take you all by storm
I got the best of both worlds
I am a woman
You know that I got wings to fly so high, so high
I've got hands to touch the sky, the sky

I got more to give
The love that you need
I am a woman
And I got the power

I got wings to fly
To fly so high
I am a woman
And I got the power
I got more to give
The love that you need
I am a woman
Yes, I got the power

I got wings to fly
To fly so high
I am a woman
Yes, I got the power
I got more to give
The love that you need
I am a woman
Yes, I got the power
"
"""Rise Up""",Morissette,No Album,"

You're broken down and tired
Of living life on a merry-go-round
And you can't find the fighter
But I see it in you so we gonna walk it out
Move mountains
We gonna walk it out
Move mountains

And I'll rise up
I'll rise like the day
I'll rise up
I'll rise unafraid
I'll rise up
And I'll do it a thousand times again
And I'll rise up
High like the waves
I'll rise up
In spite of the ache
I'll rise up
And I'll do it a thousand times again
For you
For you
For you
For you

When the silence isn't quiet
And it feels like it's getting hard to breathe
And I know you feel like dying
And I promise we'll take the world to its feet
Move mountains
We gonna walk it out
Move mountains

And I'll rise up
I'll rise like the day
I'll rise up
I'll rise unafraid
I'll rise up
And I'll do it a thousand times again
For you
For you
For you
For you

All we need, all we need is hope
And for that we have each other
And for that we have each other
We will rise, we will rise, we will rise
We will rise

And I'll rise up
I'll rise like the day
I'll rise up
In spite of the ache
And I'll do it a thousand times again

I'll rise up
I'll rise like the day
I'll rise up
In spite of the ache
I'll rise up
And I'll do it a thousand times again
I'll rise up
High like the waves
I'll rise up
In spite of the ache
I'll rise up
And I'll do it a thousand times again
For you
For you
For you
For you
"
"""Secret Love Song""",Morissette,No Album,"

When you hold me in the street
And you kiss me on the dancefloor
I wish that we could be like that
Why can't we be like that?
'Cause I'm yours

We keep behind closed doors
Every time I see you I die a little more
Stolen moments that we steal as the curtain falls
It'll never be enough

It's obvious you're meant for me
Every piece of you, it just fits perfectly
Every second, every thought, I'm in so deep
But I'll never show it on my face

But we know this
We got a love that is hopeless

Why can't you hold me in the street?
Why can't I kiss you on the dancefloor?
I wish that we could be like that
Why can't we be like that?
'Cause I'm yours

When you're with her, do you call her name
Like you do when you're with me?
Does it feel the same?
Would you leave if I was ready to settle down
Or would you play it safe and stay?

But you know this
We got a love that is hopeless

Why can't you hold me in the street?
Why can't I kiss you on the dancefloor?
I wish that we could be like that
Why can't we be like that?
'Cause I'm yours

I don't wanna live love this way
I don't wanna hide us away
I wonder if it ever will change
I'm living for that day
Someday

When you hold me in the street
And you kiss me on the dance floor
I wish that we could be like that
Why can't we be like that?
'Cause I'm yours, I'm yours

Oh, why can't you hold me in the street?
Why can't I kiss you on the dancefloor?
I wish that we could be like that
Why can't we it be like that?
'Cause I'm yours

Why can't I say that I'm in love?
I wanna shout it from the rooftops
I wish that we could be like that
Why can't we be like that?
'Cause I'm yours

Why can't we be like that?
Wish we could be like that
"
"""Shine (25th Anniversary Version)""",Morissette,No Album,"

There I was
Alone in the shadows
Couldn't find my way
Then you walked in
And brought along the sunshine
Now you're here to stay

And you make me shine, shine
Like the stars in the heavens
Shine, shine
You keep me shining through
Shine, shine
With the love that you've given
It's true
I'm shining on, all because of you

So watch me glow
A light shines within me
People ask me why
And I just smile
And tell them you're the reason
I've cast the darkness aside

Yes you make me shine, shine
Like the stars in the heavens
Shine, shine
You keep me shining through
Shine, shine
With the love that you've given
It's true
I'm shining on, all because of you

Like a ray of light
Cutting through the night
Bright as the sun in the sky
See how I shine...

Shine, shine
Like the stars in the heavens
Shine, shine
You keep me shining through
Shine, shine
With the love that you've given
It's true
I'm shining on, all because of you
With the love that you've given
It's true
I'm shining on, all because of you
I'm shining on, all because of you...
"
"""This Is Christmas""",Morissette,No Album,"

Yeah (yeah)
It's Christmas
Ooh... mmh...

This is my favorite time of the year
Every December I pray for snow
Listenin' out for the band to play Jingle Bells rocking
All the kids waiting for Santa to appear
Singing out all the songs, I know
Keeping warm by the fireplace where I hang my stocking

I hope I find you waiting
There under the mistletoe

This is Christmas
Ooh-ooh-ooh-ooh-ooh
And I can't wait for you and me
To decorate the Christmas tree
Yes, this is Christmas
Ooh-ooh-ooh-ooh-ooh
And it's the best feeling I know
And I can't wait till I get home
This Christmas

I'm counting down the days till I'm there
It comes and it goes so fast (so fast)
So I'm gonna make the most of every second
I feel there's magic all in the air
So I'm gonna make it last (so I'm gonna make it last)
And I'm gonna slowly open every present

And I hope I find you waiting
There under the mistletoe

This is Christmas
Ooh-ooh-ooh-ooh-ooh
(This Christmas)
And I can't wait for you and me
To decorate the Christmas tree
Yes, this is Christmas
Ooh-ooh-ooh-ooh-ooh
(This Christmas)
And it's the best feeling I know
And I can't wait till I get home
This Christmas

And if I could be near Santa's ear
I'd ask him to extend the season all through the year
I'd offer to look after his reindeer
And take a ride upon his sleigh

This is Christmas
Ooh-ooh-ooh-ooh-ooh
(This Christmas)
And I can't wait for you and me
To decorate the Christmas tree
Yes, this is Christmas
Ooh-ooh-ooh-ooh-ooh
(This Christmas)
And it's the best feeling I know
And I can't wait till I get home
This Christmas

Make it last forever...
Make it last forever...
I can't wait till I get home
This Christmas
"
"""Undangon Ta Ni""",Morissette,No Album,"

Spending all my nights overthinking 'bout
How I did you wrong
You never told me
Until I realized I gave you nothing but
All of my love
Then it hit me

Nga ikaw ra
Ang akoang
Gihigugma
Sukad sauna
So why the sudden
Sound of silence
Kabaw kong mag-ingun ani ka
Basta nalingaw na ka sa uban

Ug di' na ka
Sulti lang
'Cause I'm more than willing to let you go
Undangon ta ni
Undangon ta ni
Ug di na ka
Aw hala
Nganong dugay-dugayon pa
Undangon ta ni
Undangon ta ni

Sige kag pasalig na magbag-o na gyud
Abi kog tinud-anay na imo
May kayng tuo nako dritso
Sa imong atik way makalabaws kaabtik nga
Rason rasons tanan ug matag higayon
Pagbantay-bantay lang
(Kay naminawng panahon)
Paghinay-hinay lang
(Mag-inusara ka puhon)
Kay kung ako nang higayon
Walay makapugong
Sa akong dakong kumong gapaduong
Ako nasayod 'dong

About the sudden
Sound of silence
Now it just feels like a hit and run
Made up my mind I'm already gone

Ug di' na ka
Sulti lang
'Cause I'm more than willing to let you go
Undangon ta ni
Undangon ta ni
Ug di na ka
Aw hala
Nganong dugay-dugayon pa
Undangon ta ni
Undangon ta ni

Ug di' na ka
Sulti lang
'Cause I'm more than willing to let you go
Undangon ta ni
Undangon ta ni
Ug di na ka
Aw hala
Nganong dugay-dugayon pa
Undangon ta ni
Undangon ta ni

Sulti lang
'Cause I'm done

Ug di' na ka
Sulti lang
'Cause I'm more than willing to let you go
Undangon ta ni
Undangon ta ni
Ug di na ka
Aw hala
Nganong dugay-dugayon pa
Undangon ta ni
Undangon ta ni

Ug di' na ka
Sulti lang
'Cause I'm more than willing to let you go
Undangon ta ni
Undangon ta ni
Ug di na ka
Aw hala
Nganong dugay-dugayon pa
Undangon ta ni
Undangon ta ni
"
"""WATERWALK""",Morissette,No Album,"

You turn the water into wine
Heal the lame, the sick, the blind
Bring a loved one back to life
A cloud by day and fire by night
When the mighty oceans rise
You divide and turn the tide
Countless miracles untold and history unfolding
For the presence of your glory, let this be my story

I waterwalk and tread by faith
My anchor holds and grips the solid rock
I waterwalk and trail these waves
Be still my soul and know that you are god
For You will keep me in perfect peace... my solace, my fortress
My mind will fix on Your matchless grace... my fairest Lord Jesus
When the darkness fills my senses oh I know You'll see me through
Lord, no matter what, I waterwalk to You

I walk by faith and not by sight
Lord, I need You by my side
In my heart and in my mind
Not by my power, not by might
But by thy Spirit, I recite
Lamp and light unto my path

Countless miracles untold and history unfolding
For the presence of Your glory, let this be my story

I waterwalk and tread by faith
My anchor holds and grips the solid rock
I waterwalk and trail these waves
Be still my soul and know that You are God
For You will keep me in perfect peace... my solace, my fortress
My mind will fix on Your matchless grace... my fairest Lord Jesus
When the darkness fills my senses oh I know You'll see me through
Lord, no matter what, I waterwalk...

So I humbly take a step of faith into Your loving arms
As You reach out for my hand and safely lead me through the storm... I

Waterwalk and tread by faith
My anchor holds and grips the solid rock
I waterwalk and trail these waves
Be still my soul and know that You are God
For You will keep me in perfect peace... my solace, my fortress
My mind will fix on Your matchless grace... my fairest Lord Jesus
When the darkness fills my senses oh I know You'll see me through
Lord, no matter what, I waterwalk to You...

I waterwalk... oh Lord, I waterwalk to You
"
"""Wishing Well""",Morissette,No Album,"

Standing here contemplating
Just been patiently waiting
But how much longer must I stand here
Before you notice me

Hoping for things to change
But it's like waiting for the rain
When the sun is shining
With no clouds in sight

'Bout to empty my pockets and wish you well
Throwing whatever's left in this wishing well
Just want you to love me
Like how you love yourself
Why can't you see me standing at this wishing well
Why can't you see me standing at this wishing well

Every heartbeat, every breath
Replaying all that's been said
Like a broken record
I'm still wondering
How'd we end up here

I don't know if we'll ever be
Everything I hoped that we could ever be
But we ran the flame out
Should I just set you free

'Bout to empty my pockets and wish you well
Throwing whatever's left in this wishing well
Just want you to love me
Like how you love yourself
Why can't you see me standing at this wishing well
Why can't you see me standing at this wishing well

Close your eyes
Make a wish
Everything's gonna be okay
Let it go
Take a risk
There's beauty in an empty space
Close your eyes
Make a wish
Everything's gonna be okay
Let it go
Take a risk
There's a story beyond this page

Emptied all of my pockets, I wish you well
If you're not gonna choose me, I'll choose myself
I loved how you love me, oh we were something else
Now you're not gonna see me
Standing at this wishing well
I'm leaving everything at this wishing well
"
